10.148.146.25 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.3/11.3/11.3
10.148.146.26 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.0/10.0/10.0
10.148.146.27 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 38.8/38.8/38.8
10.148.146.28 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 19.1/19.1/19.1
10.148.146.29 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.0/11.0/11.0
10.148.146.30 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.8/11.8/11.8
10.148.146.31 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.6/10.6/10.6
10.148.146.32 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.7/10.7/10.7
10.148.146.33 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.6/10.6/10.6
10.148.146.34 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 14.0/14.0/14.0
10.148.146.35 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 9.93/9.93/9.93
10.148.146.36 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.0/12.0/12.0
10.148.146.37 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.6/11.6/11.6
10.148.146.39 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.6/10.6/10.6
10.148.146.41 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.7/11.7/11.7
10.148.146.42 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.7/10.7/10.7
10.148.146.43 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.1/12.1/12.1
10.148.146.44 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.5/10.5/10.5
10.148.146.45 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.2/11.2/11.2
10.148.146.46 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.1/11.1/11.1
10.148.146.47 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.9/10.9/10.9
10.148.146.49 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.4/11.4/11.4
10.148.146.50 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.7/10.7/10.7
10.148.146.51 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.3/10.3/10.3
10.148.146.52 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.0/12.0/12.0
10.148.146.53 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.1/11.1/11.1
10.148.146.54 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.1/12.1/12.1
10.148.146.55 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.9/11.9/11.9
10.148.146.56 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 9.94/9.94/9.94
10.148.146.57 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.0/11.0/11.0
10.148.146.59 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.3/10.3/10.3
10.148.146.62 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 9.92/9.92/9.92

10.148.146.65  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.2/10.2/10.2
10.148.146.66  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.3/11.3/11.3
10.148.146.67  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.9/10.9/10.9
10.148.146.68  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.2/12.2/12.2
10.148.146.69  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.8/10.8/10.8
10.148.146.70  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 15.1/15.1/15.1
10.148.146.71  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 13.1/13.1/13.1
10.148.146.72  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.6/11.6/11.6
10.148.146.73  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.6/12.6/12.6
10.148.146.74  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.1/11.1/11.1
10.148.146.78  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.5/12.5/12.5
10.148.146.79  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.5/11.5/11.5
10.148.146.80  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.1/12.1/12.1
10.148.146.81  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.1/11.1/11.1
10.148.146.82  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.6/11.6/11.6
10.148.146.83  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.9/10.9/10.9
10.148.146.84  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.1/10.1/10.1
10.148.146.85  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.4/11.4/11.4
10.148.146.86  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.1/11.1/11.1
10.148.146.87  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.5/11.5/11.5
10.148.146.88  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.9/10.9/10.9
10.148.146.89  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.9/10.9/10.9
10.148.146.90  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.1/11.1/11.1
10.148.146.91  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.3/12.3/12.3
10.148.146.93  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.5/10.5/10.5
10.148.146.94  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.7/10.7/10.7
10.148.146.95  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.9/12.9/12.9
10.148.146.96  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 9.91/9.91/9.91
10.148.146.97  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.0/12.0/12.0
10.148.146.100 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.4/10.4/10.4
10.148.146.101 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.4/11.4/11.4
10.148.146.102 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.1/11.1/11.1
10.148.146.103 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.0/12.0/12.0
10.148.146.106 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.4/11.4/11.4
10.148.146.110 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.7/10.7/10.7
10.148.146.111 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.2/11.2/11.2
10.148.146.112 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.5/12.5/12.5
10.148.146.113 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.4/11.4/11.4
10.148.146.114 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.2/12.2/12.2
10.148.146.115 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.8/11.8/11.8
10.148.146.118 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.4/11.4/11.4
10.148.146.120 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.0/12.0/12.0
10.148.146.121 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 9.99/9.99/9.99
10.148.146.123 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.4/10.4/10.4
10.148.146.124 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.8/10.8/10.8
10.148.146.125 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 9.92/9.92/9.92

10.148.146.130 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.8/10.8/10.8
10.148.146.131 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.3/10.3/10.3
10.148.146.133 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.4/10.4/10.4
10.148.146.134 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.1/10.1/10.1
10.148.146.135 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.8/11.8/11.8
10.148.146.136 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.4/10.4/10.4
10.148.146.137 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.2/11.2/11.2
10.148.146.138 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.0/11.0/11.0
10.148.146.139 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.5/11.5/11.5
10.148.146.141 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.8/10.8/10.8
10.148.146.142 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.0/10.0/10.0
10.148.146.143 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.9/10.9/10.9
10.148.146.144 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.1/11.1/11.1
10.148.146.145 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.3/10.3/10.3
10.148.146.146 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.0/10.0/10.0
10.148.146.147 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.1/12.1/12.1
10.148.146.148 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.2/10.2/10.2
10.148.146.150 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.3/10.3/10.3
10.148.146.151 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 9.88/9.88/9.88
10.148.146.160 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.5/10.5/10.5
10.148.146.167 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.8/10.8/10.8
10.148.146.171 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.8/10.8/10.8
10.148.146.172 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.7/11.7/11.7
10.148.146.173 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.7/10.7/10.7
10.148.146.174 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.1/11.1/11.1
10.148.146.175 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.2/11.2/11.2
10.148.146.176 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.4/11.4/11.4
10.148.146.177 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.3/10.3/10.3
10.148.146.178 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.8/10.8/10.8
10.148.146.179 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.6/12.6/12.6
10.148.146.180 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.3/10.3/10.3
10.148.146.181 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.0/11.0/11.0
10.148.146.182 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.4/11.4/11.4
10.148.146.184 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 13.2/13.2/13.2
10.148.146.185 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.9/10.9/10.9
10.148.146.187 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.4/12.4/12.4
10.148.146.189 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.9/11.9/11.9
10.148.146.190 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.7/10.7/10.7

10.148.146.193 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.2/11.2/11.2
10.148.146.194 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.3/10.3/10.3
10.148.146.197 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.4/11.4/11.4
10.148.146.199 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.6/10.6/10.6
10.148.146.209 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.0/11.0/11.0
10.148.146.210 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.9/10.9/10.9
10.148.146.211 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.4/12.4/12.4
10.148.146.212 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.9/11.9/11.9
10.148.146.213 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.7/11.7/11.7
10.148.146.214 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.7/11.7/11.7
10.148.146.219 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.2/11.2/11.2
10.148.146.220 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.1/10.1/10.1
10.148.146.221 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.5/11.5/11.5

10.148.147.1  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.8/10.8/10.8
10.148.147.6  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.8/10.8/10.8
10.148.147.8  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.2/11.2/11.2
10.148.147.11 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.4/10.4/10.4
10.148.147.12 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.0/12.0/12.0
10.148.147.13 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.4/11.4/11.4
10.148.147.15 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.4/12.4/12.4
10.148.147.20 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.7/11.7/11.7
10.148.147.22 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.0/12.0/12.0
10.148.147.33 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.7/11.7/11.7
10.148.147.35 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 13.0/13.0/13.0
10.148.147.37 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 13.5/13.5/13.5
10.148.147.38 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.9/11.9/11.9
10.148.147.39 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.5/10.5/10.5
10.148.147.42 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.5/10.5/10.5
10.148.147.44 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 13.5/13.5/13.5
10.148.147.55 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.0/12.0/12.0
10.148.147.56 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.8/11.8/11.8
10.148.147.57 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.1/12.1/12.1
10.148.147.59 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.5/10.5/10.5
10.148.147.60 : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.6/10.6/10.6

10.148.147.65  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.6/11.6/11.6
10.148.147.66  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.2/10.2/10.2
10.148.147.67  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.9/10.9/10.9
10.148.147.68  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.4/10.4/10.4
10.148.147.69  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.3/11.3/11.3
10.148.147.70  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.5/10.5/10.5
10.148.147.71  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.0/11.0/11.0
10.148.147.72  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.2/10.2/10.2
10.148.147.73  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.0/11.0/11.0
10.148.147.74  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.9/11.9/11.9
10.148.147.75  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 11.6/11.6/11.6
10.148.147.76  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.8/10.8/10.8
10.148.147.77  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 12.3/12.3/12.3
10.148.147.78  : xmt/rcv/%loss = 1/1/0%, min/avg/max = 10.3/10.3/10.3



